Position (1-based)	Max Base Frequency	Shannon Entropy
166	73917	0.10038948858618701
167	73896	0.10465822817216193
168	73897	0.10413866933796184
169	73907	0.10235936020318703
170	73909	0.10134805421549295
171	73906	0.10208179545349108
172	73899	0.1034275456271767
173	73880	0.10611705003744992
174	73661	0.13695953516240533
175	73904	0.10172972571026201
176	73893	0.10380574670174136
177	73898	0.10358080347563248
178	73913	0.10164540223394145
179	73922	0.10034192193554903
180	73828	0.11407583313533359
181	73942	0.09800624002955644
182	73953	0.09730706283980718
183	73960	0.0966021790106026
184	73970	0.09514310883718292
185	73956	0.09816181381737665
186	73858	0.11247569427188564
187	73969	0.09596601749989149
188	73976	0.09482798670137144
189	73909	0.10493393920355096
190	73816	0.1185162668203868
191	73924	0.10187638139786709
192	73946	0.09859441402616587
193	73573	0.14276003316487962
194	73950	0.09724078171528378
195	73942	0.09815998048709501
196	73937	0.0985532920611519
197	73936	0.09878893222342078
198	73933	0.09976598392828168
199	73929	0.10042402599532085
200	73950	0.09733268431261033
201	73849	0.11220282938206552
202	73956	0.09646504963432184
203	73277	0.17133142890165412
204	73871	0.11043338970669356
205	74023	0.08984992425143518
206	74049	0.08832708105591194
207	74063	0.08614550426249573
208	73827	0.11926975430551083
209	74060	0.08652032841357261
210	48101	1.0156244344259622
211	74088	0.08316396391327512
212	74092	0.08248566308998155
213	74080	0.0848501270541217
214	74091	0.08315034806715635
215	74097	0.08211786776553362
216	74068	0.08720401401167158
217	74090	0.0831383314985967
218	74081	0.08492605159747178
219	74074	0.08615037148471108
220	74100	0.08180116103294903
221	74038	0.09103344838225272
222	73519	0.14717335103432383
223	74061	0.08723678093663635
224	74071	0.08568961968706797
225	74075	0.08487438595772115
226	74083	0.08343692580800052
227	74075	0.08473386184540985
228	74064	0.08693463836895615
229	74083	0.08353703620415301
230	74082	0.08377271443485182
231	74076	0.08418841081443171
232	74075	0.08449604386623644
233	74056	0.08790859474346745
234	74072	0.08528333779287342
235	74078	0.0842711045783717
236	74043	0.09019550424713127
237	74075	0.08508485517012356
238	74078	0.08442317645533663
239	74079	0.08425110044238436
240	74075	0.08482247563755602
241	73820	0.11581537165626951
242	74077	0.08621988615921959
243	74063	0.0878124961038318
244	74104	0.08131293290442015
245	74041	0.09135010290760051
246	74098	0.08319839277498499
247	74100	0.08317095262795125
248	74096	0.08369661911207915
249	74118	0.08025230928598553
250	74119	0.08014106866226219
251	74126	0.07914296465102275
252	74120	0.08027292358229976
253	74128	0.07880647815761183
254	74119	0.08053742627012112
255	74136	0.07786947488786054
256	74123	0.08031037595171542
257	74125	0.08015806971523017
258	74181	0.07288986003789
259	74177	0.07382706058262999
260	74181	0.07329778554854821
261	74187	0.07231076015049713
262	74188	0.07198070434853361
263	74172	0.07457895921336391
264	74161	0.075818103807196
265	74175	0.07359549468948846
266	74194	0.07150521305220489
267	74195	0.071391757393586
268	74183	0.07287042902665383
269	74183	0.07297648062951992
270	74179	0.07342577490083561
271	74183	0.0729953406322287
272	74183	0.07308182801763827
273	74189	0.0722333191313847
274	74125	0.08190996205370475
275	74120	0.08244249602095405
276	74186	0.07244761955710355
277	74178	0.07387236487170105
278	74179	0.07353972842524117
279	74181	0.07301688102540109
280	74160	0.07681040638242438
281	74177	0.07407356319822572
282	74184	0.07280468033586696
283	74183	0.07310931616496434
284	74147	0.07899065663618385
285	74181	0.0734672231661999
286	74183	0.07280186230276417
287	74177	0.07378065583708598
288	74068	0.08517798392404063
289	74064	0.08601367198843492
290	74064	0.08559310301088374
291	74050	0.08831150567110124
292	74040	0.08985752940646025
293	74067	0.08541432662353823
294	74069	0.08520653983884713
295	74069	0.08547065859024516
296	74073	0.08466032566594547
297	74061	0.08603665909362043
298	74055	0.08685750729968278
299	74055	0.08665598899679375
300	73968	0.0995818688277407
301	74056	0.0866584657596387
302	74055	0.08676154996031948
303	74057	0.08631695922323827
304	74049	0.08772952856640054
305	74053	0.086861556956185
306	74053	0.08672875343721292
307	74044	0.0882435872060267
308	74050	0.08703703141847646
309	74027	0.08951891798663894
310	74019	0.09032958651156432
311	74000	0.09360850484550205
312	74018	0.09029609492299806
313	73884	0.10912247370370728
314	74008	0.09144182137074794
315	74006	0.0921021968810253
316	74012	0.09091329447449079
317	74011	0.09125473476877533
318	74022	0.08988706000976207
319	74012	0.09190032570779584
320	74020	0.0905180260658791
321	74031	0.08897286706893992
322	74034	0.08900437775287234
323	74036	0.08879893198632559
324	74034	0.08879608011933457
325	74024	0.0904874018196268
326	74037	0.08869331578670224
327	74049	0.08713171252231167
328	74047	0.08784776409335869
329	74058	0.08634112831252189
330	74055	0.08710424670518015
331	74062	0.08646103571488459
332	74063	0.08624555738172966
333	74071	0.08499661938471131
334	74071	0.08499661938471131
335	73936	0.10474957312318182
336	74110	0.08159072298443806
337	73967	0.1009764300383672
338	74138	0.0779593222658243
339	74146	0.0769785792655049
340	74142	0.07781434857675419
341	74144	0.07790826904607286
342	74157	0.07579616365504663
343	74157	0.07711036435619796
344	74135	0.08092316849150148
345	74173	0.07446020165148136
346	73841	0.11514797718526898
347	74119	0.08293169600866405
348	74175	0.07388846869042648
349	74168	0.07504969592273661
350	74165	0.07586699396549171
351	74169	0.0750884671827792
352	74163	0.07585162464771329
353	74144	0.07878969615859974
354	74163	0.07544972604682437
355	74111	0.08338469962851494
356	74127	0.07938621651962943
357	74115	0.0804101710266022
358	74109	0.08116753419164013
359	74111	0.08082762977106431
360	74113	0.0807235577666166
361	74088	0.08452617702853735
362	74091	0.0841413756198033
363	74114	0.08071253303863979
364	74105	0.08238829624268106
365	74116	0.08040822407554965
366	74120	0.08008391524656705
367	74095	0.08459739289009238
368	74125	0.07949223773290426
369	74130	0.0789393922417312
370	74078	0.08776890011394228
371	74129	0.07913786528579082
372	74130	0.07906948390415419
373	74072	0.08833602972815216
374	74133	0.07871632812458651
375	74128	0.07917544345530333
376	74098	0.08410976112002996
377	74120	0.08001367661239689
378	74115	0.08077441332847715
379	74027	0.09398833762393703
380	74120	0.07987984642623966
381	74123	0.07943530799059025
382	73946	0.10349068434165543
383	74122	0.08000962787868066
384	74073	0.08566831503815414
385	74082	0.08408367506361467
386	74084	0.0837853144171253
387	74087	0.0833780914221691
388	74066	0.08727611389662443
389	74091	0.08299158879436197
390	74087	0.08360409089012819
391	74078	0.0851453360982693
392	74075	0.08569577059830011
393	74089	0.08350199395964797
394	74090	0.08341561499398678
395	74093	0.08251634328031651
396	74068	0.08689713696038981
397	74086	0.08397594310692244
398	74074	0.086019056673724
399	74090	0.08324164549711241
400	74046	0.09018372623544561
401	74082	0.08443736958757551
402	74093	0.08274819395180351
403	74084	0.08451509022555037
404	74107	0.08106043731103074
405	74105	0.08126603786462722
406	74100	0.08211487191567832
407	74098	0.08262756572371334
408	74077	0.08591313690052892
409	74090	0.08405897489898771
410	74084	0.08552468401751942
411	74112	0.08087932016110891
412	74123	0.08026973728182069
413	74130	0.07880091474744517
414	74129	0.07910469979899093
415	74134	0.07838181087261084
416	74130	0.07890290761380571
417	74135	0.07814611910140988
418	74124	0.08042627690500466
419	74152	0.07701418511075854
420	74160	0.07578285571102153
421	74149	0.07786616342219442
422	74157	0.07596779465138069
423	74142	0.07743381785871731
424	74138	0.07785390556977714
425	74133	0.07851439035323758
426	74145	0.0771060784744171
427	74145	0.0771060784744171
428	74141	0.07793977717981655
429	74143	0.07819891969533814
430	74250	0.06645794944050883
431	74256	0.06540243061093416
432	74255	0.06517351902880936
433	74252	0.06595016510305954
434	74250	0.06652785661280279
435	74255	0.06560727162332625
436	74260	0.06483944493284477
437	74261	0.06463047230741968
438	74263	0.06428155117108818
439	74242	0.06802961225213174
440	74254	0.06598730961703655
441	74260	0.06462086545569909
442	74245	0.06721507568756696
443	74246	0.06707591984349384
444	74250	0.06594475246659756
445	74200	0.07392209525509702
446	74254	0.06568250579161726
447	74259	0.06485658973736698
448	74257	0.06548301582246986
449	74253	0.06613465430865285
450	74247	0.06714671616917661
451	74257	0.06548843954078779
452	74263	0.06428155117108818
453	74255	0.06584632139162377
454	74263	0.06440398800453048
455	74258	0.06530488381472914
456	74262	0.06439474750602923
457	74262	0.06439474750602923
458	74260	0.06510762295251597
459	74266	0.06397127307910082
460	74252	0.06554536006485527
461	74252	0.06554536006485527
462	74250	0.06589286176552289
463	74246	0.06668045687348419
464	74246	0.06668045687348419
465	74250	0.06589286176552289
466	74245	0.06708940591017314
467	74252	0.06567356596559179
468	74251	0.0658825362521235
469	74238	0.06808222320662789
470	74252	0.06554962352087856
471	74255	0.06521839232592586
472	74247	0.06670107934108677
473	74251	0.0657894557378266
474	74251	0.0657894557378266
475	74240	0.06780695511665859
476	74256	0.06523450917042689
477	74255	0.06544770908174422
478	74214	0.07216003923704242
479	74259	0.0647790229022647
480	74263	0.0643345895725637
481	74264	0.06422220089654393
482	74259	0.06538437600843745
483	74260	0.06519799605859125
484	74252	0.06669782307008947
485	74263	0.06455442283019876
486	74264	0.06452807933694982
487	74201	0.07502085639702513
488	74270	0.06439320719547831
489	74248	0.06784352173292559
490	74249	0.0679466498235813
491	74275	0.06368121334365259
492	74255	0.06692556917372143
493	74276	0.06340376996450113
494	74273	0.06381638533979297
495	74275	0.06363949840355775
496	74283	0.06230457810385412
497	74255	0.06715007258924441
498	74286	0.062058851653935626
499	74287	0.061859969616863665
500	74284	0.06257375181299892
501	74291	0.06148619313575618
502	74296	0.0607403466159092
503	74188	0.07646159293293166
504	74290	0.06279554920040409
505	74288	0.062208239236645924
506	74291	0.061984149049833154
507	74255	0.06526147869482546
508	74067	0.08438439728303061
509	74054	0.085917403793693
510	73963	0.09461384565382266
511	73961	0.09588016533768824
512	73938	0.09949654782123508
513	73952	0.09657700179518723
514	73927	0.09750430868771826
515	73756	0.11354105626019248
516	73705	0.11701421092835668
517	73701	0.11849113682343591
518	73550	0.13390816280447568
519	73778	0.11049751490683629
520	73768	0.11271927354554748
521	74068	0.08417516641830389
522	74072	0.08297865255956641
523	74308	0.05967018799323601
524	74341	0.05518389030075349
525	74370	0.05201380306799436
526	74237	0.07128807690602972
527	73966	0.100427401992517
528	74371	0.052018133652798185
529	74330	0.05947506571745755
530	74361	0.05397205619757722
531	74370	0.05223966123928444
532	74318	0.061000952230859794
533	74366	0.05285246938820305
534	74363	0.05356404488534595
535	74363	0.05311220874966941
536	74364	0.0529914573966287
537	74364	0.052903209377077806
538	74365	0.05266745782888077
539	74341	0.05681862804843893
540	74363	0.05290855688716281
541	74302	0.06253101945028731
542	74347	0.0555932141484049
543	74360	0.05338487305787817
544	74349	0.05534406212437163
545	74349	0.055408989469398456
546	74357	0.05400565639093005
547	74346	0.05599291569766833
548	74355	0.05455990290831537
549	74358	0.05402680344679564
550	74356	0.05441948647738677
551	74363	0.05293984356298602
552	74363	0.05293984356298602
553	74359	0.05374029838477485
554	74358	0.05353833044300084
555	74362	0.05306968221298897
556	74295	0.06314560956625798
557	74335	0.05690836685152682
558	74339	0.05621965863514193
559	74341	0.055690289149607844
560	74326	0.058415562872774114
561	74334	0.056758079254905364
562	74341	0.0555716023266334
563	74324	0.057919376618413
564	74322	0.05836410625436602
565	74318	0.05853372777974872
566	74331	0.05673614396948561
567	74332	0.05662017527922847
568	74311	0.06038045472495151
569	74322	0.05842250711254794
570	74278	0.06364565797776782
571	74281	0.0628823004105307
572	74285	0.06196613077654905
573	74281	0.0624114314726445
574	74283	0.06218894800336351
575	74266	0.06547986361556281
576	74287	0.061742976898953146
577	74284	0.06259113224583347
578	74287	0.06196419488324615
579	74290	0.06140924824406803
580	74290	0.061533105301651514
581	74288	0.06206473930914107
582	74288	0.06185232038431944
583	74092	0.0880970987822642
584	74278	0.06354352622426801
585	74284	0.06220186155374302
586	74274	0.06418928994109238
587	74273	0.06427561927518663
588	74287	0.061742976898953146
589	74262	0.06607559117574904
590	74289	0.061519483426566504
591	74293	0.06119696255298204
592	74292	0.06274689569424158
593	74042	0.09354932126045186
594	74315	0.05872148572893039
595	74308	0.06029265317267134
596	74318	0.05847444866242755
597	74320	0.0581512141076016
598	74249	0.06921216507690675
599	74317	0.0597492451462865
600	74337	0.05656474869500215
601	74217	0.07353054734719852
602	74349	0.054675160791604574
603	74356	0.05385174658615985
604	74355	0.05417839666439624
605	74355	0.054295931056289826
606	74323	0.059502123337485106
607	74362	0.05314941832972199
608	74349	0.05552155559558303
609	74360	0.05350374480866512
610	74363	0.05303072073317609
611	74355	0.054697830460579536
612	74363	0.053155740139532955
613	74319	0.060499404616848024
614	74362	0.05371205314389621
615	74352	0.05556433093563321
616	74368	0.05256890430148396
617	74374	0.0525056642110595
618	74387	0.050165378145744066
619	74349	0.056416400889082285
620	74375	0.05222603520164034
621	74373	0.0525826791910272
622	74368	0.053276905194049234
623	74380	0.05102328473144174
624	74377	0.05158852946300329
625	74292	0.06455389735308281
626	74354	0.055626732805075144
627	74374	0.05174422185776795
628	74373	0.05186392175508571
629	74362	0.05395940850897272
630	74372	0.05198349359446222
631	74373	0.05197997574130453
632	74368	0.0530034512028978
633	74373	0.05206914916094204
634	74371	0.05246040040128884
635	74272	0.06676162621377588
636	74375	0.05174916920839333
637	74377	0.05139345596583998
638	74373	0.05222946539233636
639	74372	0.05227690434748013
640	74374	0.05198492335139446
641	74301	0.06031338005717479
642	74302	0.060078654111712565
643	74243	0.06931816044024863
644	74302	0.060546121983537156
645	74303	0.060090202406116164
646	74303	0.0599666038005263
647	74306	0.0596299305309039
648	74302	0.060078654111712565
649	74289	0.06226598605673421
650	74300	0.06030249588926304
651	74301	0.06019061801366299
652	74044	0.09324639258643147
653	74295	0.06132654642246452
654	74296	0.060749486675685416
655	74269	0.06476907955758573
656	74275	0.0633230371425533
657	74254	0.0666607500459023
658	74249	0.06612119430496091
659	74230	0.06805512634063515
660	74228	0.06826795646136966
661	74227	0.06824481253702887
662	74212	0.0708177907508344
663	74213	0.07064703485139778
664	74172	0.07675067951675406
665	74220	0.06898680555240154
666	74198	0.07162901426276326
667	74189	0.07289495193482173
668	74186	0.07296860364254627
669	74174	0.07481401443934597
670	69274	0.42195289862723817
671	74178	0.07390501462998521
672	74190	0.07213278853743604
673	74113	0.08382692646070654
674	74183	0.07361211681265008
675	74184	0.07339173106702158
676	74170	0.0756906621851994
677	74178	0.07437122363054807
678	74117	0.08350152923705273
679	74139	0.08028388673716172
680	74177	0.07462729210831884
681	74184	0.07339897984251938
682	74146	0.07973000445264693
683	74017	0.09568309705786715
684	74186	0.07270202224886269
685	74171	0.0750765202342341
686	73718	0.11876896694095193
687	73718	0.1186373855388222
688	73674	0.12612787794737726
689	73706	0.12075668915125377
690	73713	0.11948836191516482
691	73709	0.12059116751572319
692	73728	0.11802643043559317
693	73761	0.11412781750778686
694	73771	0.11361075925716638
695	74209	0.0731370670440484
696	74254	0.06738442578993951
697	74295	0.06137583349978658
698	74308	0.059410666988593486
699	74311	0.05919767496492423
700	74308	0.060018575934874106
701	74301	0.061234810966041206
702	74307	0.05983059979919919
703	74284	0.06395276020374294
704	74303	0.060742281598457536
705	74303	0.06070316438916557
706	74290	0.06306123042633367
707	74309	0.059686857289779065
708	74312	0.059086652363538654
709	74293	0.06247836710107629
710	74306	0.060098674858113245
711	74307	0.05974402008216868
712	74308	0.059632054621974025
713	74283	0.0643193942205241
714	74304	0.06055482828569789
715	74298	0.061550467833495694
716	74308	0.05999773626201417
717	74314	0.05898518553938982
718	74314	0.0590815936313217
719	74315	0.05874944697044934
720	74315	0.058626198441787514
721	74297	0.06186547159544885
722	74296	0.062148853468234865
723	74313	0.05923707619226985
724	74319	0.05817570292475212
725	74320	0.05818565684909068
726	74318	0.058507582599660636
727	74320	0.05806285504090537
728	74321	0.05794991672217855
729	74320	0.05818565684909068
730	74270	0.06632133124611109
731	74318	0.058507582599660636
732	74321	0.05794991672217855
733	73693	0.12815418890211489
734	74315	0.05901165213276172
735	74317	0.058401129061597765
736	74316	0.05873318731325203
737	74314	0.05873790955504224
738	74312	0.05918263399779082
739	74292	0.06256697519723697
740	74311	0.059074250603959544
741	74314	0.05873790955504224
742	74305	0.060178387380961956
743	74227	0.06858548724608714
744	74224	0.0688006471081059
745	74103	0.0858623998632058
746	74212	0.07079403417376749
747	74223	0.06877661486347802
748	74223	0.06877661486347802
749	74212	0.06992981588989448
750	74208	0.07021855696072213
751	74194	0.07268099881453283
752	74181	0.0733591387129213
753	74180	0.07336690070507867
754	74179	0.07356575492668863
755	74184	0.0727156271036035
756	74183	0.07281896361021889
757	74179	0.07336434580339052
758	74175	0.07388248129964978
759	74178	0.07333482067425175
760	74175	0.07390923321575577
761	74142	0.07946310750390156
762	74175	0.07415186706300997
763	74180	0.07336690070507867
764	74176	0.07367353077508418
765	74175	0.07388248129964978
766	74175	0.07377648360028494
767	74173	0.07422113578503585
768	74177	0.07343782807425543
769	74173	0.07427362965218871
770	74174	0.07398543386468956
771	74172	0.07446104891279488
772	74160	0.07666019118070315
773	74175	0.07364368008131286
774	74159	0.07689346995205533
775	74121	0.08249004822457656
776	74173	0.07435804281359526
777	74173	0.07435804281359526
778	74176	0.07377947441995719
779	74177	0.07343782807425543
780	74171	0.07472187850603626
781	74158	0.07672112832962968
782	74171	0.07452288606657988
783	74176	0.0737707213036914
784	74175	0.07410227004567234
785	74180	0.07325258476682414
786	74180	0.07325258476682414
787	74160	0.0762248042742487
788	74155	0.07676438088902743
789	74164	0.07542586548553304
790	74272	0.06350554832209898
791	74259	0.06574075883471191
792	74257	0.06535984596974126
793	74255	0.06544770908174422
794	74237	0.06827337227607848
795	74241	0.06671842499795584
796	74237	0.06763501943206135
797	74253	0.0655617005606464
798	74251	0.06596954405003733
799	74224	0.07051312209505384
800	74255	0.06521839232592586
801	74256	0.06523873775566942
802	74257	0.0654608157635839
803	74258	0.0648952212013176
804	74258	0.0648952212013176
805	74245	0.06726503032573514
806	74103	0.08650248080932857
807	74255	0.06573850837140205
808	74228	0.07013295167155688
809	74238	0.06798910606270744
810	74241	0.06710598405145068
811	74233	0.06893194383532582
812	74253	0.06582105371340471
813	74251	0.06639766672003866
814	74253	0.0659444780743694
815	74217	0.07176432271468763
816	74244	0.06768591558224958
817	74233	0.06952172799249695
818	74268	0.06379456764708735
819	74265	0.06452224870645844
820	74262	0.06492605073968792
821	74250	0.06596124140354725
822	74252	0.0655165491742724
823	74011	0.09701756189804422
824	74180	0.0730651877089132
825	74183	0.07275664737188486
826	73435	0.15364697858926074
827	74184	0.07265369246552401
828	74179	0.0734070501504473
829	74027	0.09427239245341203
830	74181	0.07296239484385063
831	74181	0.07309525211617453
832	74111	0.08375351365270839
833	74158	0.07718803038002106
834	74179	0.07358298831953246
835	74102	0.08501683702074164
836	74189	0.07211967503948831
837	74187	0.07232585807398738
838	74183	0.07297648062951992
839	74164	0.07647021765181905
840	74173	0.0746502629562443
841	74143	0.07961040348033248
842	74175	0.0743021755706383
843	74131	0.0807989169884723
844	74116	0.08027941562287554
845	74086	0.08352211828430918
846	74095	0.08191201380716567
847	74091	0.08287135161222016
848	74098	0.08140560886546247
849	74101	0.08097251001741135
850	74091	0.08287135161222017
851	74085	0.08368895678140101
852	74094	0.0817999191562085
853	74072	0.08553534972781782
854	74060	0.08760415156203354
855	74101	0.08097251001741135
856	74098	0.08151585319552136
857	74082	0.08455027394959766
858	74108	0.08028016998019769
859	74100	0.08194674938297364
860	74102	0.08153898446058676
861	74107	0.08072541410048405
862	74106	0.08107086045083911
863	74111	0.07998278853205082
864	74111	0.07998278853205082
865	74104	0.08144802805187934
866	74088	0.0839742191642617
867	74100	0.08107124005516153
868	74087	0.08275075552506608
869	74095	0.08171546121846511
870	74083	0.08393540291931206
871	74091	0.08235713866675547
872	74050	0.08979560834907575
873	74100	0.08176613662483295
874	74086	0.08405112101410767
875	74056	0.08953410487296923
876	74179	0.07312835417761171
877	74164	0.0761237039821396
878	74125	0.08198784254791915
879	74184	0.07260520485096507
880	74183	0.07284090937279675
881	74169	0.07552473236408302
882	74160	0.07673736350698744
883	74183	0.0727078917330068
884	74101	0.08503277918447763
885	74183	0.0727078917330068
886	74176	0.0736919333965407
887	74175	0.07379430140606096
888	74123	0.0819822930276866
889	74169	0.07456764364100452
890	74169	0.07438065877505151
891	74162	0.07522760511973652
892	74160	0.07538288333249231
893	74164	0.07463779317340526
894	74174	0.07360824358860393
895	74188	0.07268241042064542
896	74334	0.05660675416638938
897	74305	0.061474179430028315
898	74338	0.05628001818426095
899	74340	0.05605440204715683
900	74298	0.0626483681802695
901	74335	0.05683196096292762
902	74337	0.05657514328818476
903	74326	0.05862032081701312
904	74319	0.059525339533846325
905	74337	0.056392691645261915
906	74323	0.05897029817251915
907	74337	0.05626953163722407
908	74339	0.055921202304706076
909	74339	0.055921202304706076
910	74333	0.057288129450501504
911	74337	0.0566712833554911
912	74303	0.062427667278826864
913	71378	0.29654607628250873
914	74340	0.05626724518459738
915	74341	0.0560374178295902
916	74270	0.06362815628047838
917	74272	0.06328504377921917
918	74272	0.06328504377921917
919	74269	0.06401349162436926
920	74208	0.07348670112557915
921	74279	0.0627544332427432
922	74274	0.06392559255257817
923	74276	0.06348088785038165
924	74284	0.06198548952551111
925	74249	0.06791264003989458
926	74288	0.061801280966789066
927	74292	0.06111258597092156
928	74290	0.061557298986160226
929	74175	0.07793420419535381
930	74295	0.06078111129513204
931	74292	0.061361375231520604
932	74293	0.06131066210817249
933	74294	0.0612068947442366
934	74256	0.06725394724362363
935	74292	0.06158667182636485
936	73929	0.1056822444539565
937	74295	0.06078111129513204
938	74293	0.06099863414681002
939	74267	0.06557581430688306
940	74293	0.06131066210817249
941	74297	0.06068498051539212
942	74270	0.06547582581869336
943	74287	0.06259359535647319
944	74291	0.0620631272670388
945	74280	0.06391504475099169
946	74298	0.06044924636138846
947	74279	0.06390309972438754
948	74294	0.060884586530737
949	74255	0.06728345452155614
950	74285	0.06255250788537625
951	74298	0.06044404691503215
952	74284	0.06297397907797689
953	74297	0.060679781069035814
954	74301	0.06011698846248344
955	74290	0.062325434273106634
956	74299	0.06046181672247148
957	74298	0.06057083585286154
958	74285	0.06299189955087078
959	74289	0.06224809417966845
960	74270	0.06480060573186934
961	74283	0.06242616759532721
962	74281	0.06260526525286729
963	74272	0.06378693891764257
964	74276	0.0630525565582829
965	74146	0.07627552035225371
966	74280	0.062392735490860066
967	74344	0.055880997117133284
968	74354	0.05421883455673235
969	74351	0.05480364302520114
970	74371	0.05286692398839833
971	74373	0.052261936103955
972	74377	0.051586159489343184
973	74340	0.05773180214250463
974	73785	0.11081409149228497
975	73864	0.10287903068058264
976	73840	0.10529474896420998
977	73843	0.10511107458184757
978	74330	0.05770511121070999
979	74338	0.056447357120804786
980	74340	0.05613631512633124
981	74343	0.05557934198591406
982	74340	0.05617957105795625
983	74345	0.055231273891364424
984	74345	0.055231273891364424
985	74346	0.0551188639193357
986	74345	0.055231273891364424
987	74343	0.05557934198591406
988	74338	0.056602778518116875
989	74343	0.055455830305971086
990	74342	0.055788335908207795
991	74328	0.058408110199841975
992	74339	0.056367033718043844
993	74333	0.05742778335415438
994	74285	0.06455789308703794
995	74342	0.0556915761443708
996	74344	0.055343595887941605
997	74339	0.05643197069015864
998	74344	0.055343595887941605
